Date,concert,cinema,museum,book,theater,Country
2017-11-01,11,16,19,74,40,Usa
2017-12-01,10,19,19,70,44,Usa
2018-01-01,10,17,20,72,40,Usa
2018-02-01,11,19,20,70,43,Usa
2018-03-01,11,16,24,70,37,Usa
2018-04-01,12,17,22,69,38,Usa
2018-05-01,13,15,22,76,36,Usa
2018-06-01,15,18,24,63,44,Usa
2018-07-01,16,18,27,62,42,Usa
2018-08-01,16,15,22,74,35,Usa
2018-09-01,14,12,20,74,32,Usa
2018-10-01,13,14,18,70,35,Usa
2018-11-01,11,17,19,74,39,Usa
2018-12-01,11,16,19,73,39,Usa
2019-01-01,10,14,19,77,33,Usa
2019-02-01,13,13,21,79,32,Usa
2019-03-01,13,14,23,76,37,Usa
2019-04-01,11,15,22,72,40,Usa
2019-05-01,13,14,21,65,37,Usa
2019-06-01,13,16,23,59,41,Usa
2019-07-01,15,17,26,58,41,Usa
2019-08-01,13,13,24,66,33,Usa
2019-09-01,13,12,18,73,32,Usa
2019-10-01,11,12,19,67,32,Usa
2019-11-01,11,14,18,63,36,Usa
2019-12-01,10,15,18,66,35,Usa
2020-01-01,9,13,20,72,35,Usa
2020-02-01,12,12,21,68,31,Usa
2020-03-01,9,5,12,61,17,Usa
2020-04-01,8,2,7,66,6,Usa
2020-05-01,5,2,8,70,9,Usa
2020-06-01,4,3,10,61,9,Usa
2020-07-01,4,3,10,61,9,Usa
2020-08-01,4,3,11,69,9,Usa
2020-09-01,4,3,11,72,10,Usa
2020-10-01,4,3,11,65,11,Usa
2020-11-01,3,3,9,56,9,Usa
2020-12-01,4,3,9,62,9,Usa
2021-01-01,4,3,10,62,9,Usa
2021-02-01,4,3,12,59,9,Usa
2021-03-01,4,4,14,57,11,Usa
2021-04-01,7,4,23,56,13,Usa
2021-05-01,8,5,16,58,15,Usa
2021-06-01,9,7,20,53,23,Usa
2021-07-01,11,8,21,55,25,Usa
2021-08-01,14,6,18,57,21,Usa
2021-09-01,14,6,15,59,19,Usa
2021-10-01,13,7,15,57,25,Usa
2021-11-01,19,7,15,62,23,Usa
2021-12-01,11,9,15,65,29,Usa
2022-01-01,10,6,15,73,20,Usa
2022-02-01,14,7,20,75,23,Usa
2022-03-01,15,7,21,68,26,Usa
2022-04-01,15,7,21,69,24,Usa
2022-05-01,15,8,20,65,26,Usa
2022-06-01,16,10,21,61,33,Usa
2022-07-01,19,11,24,64,33,Usa
2022-08-01,21,7,21,70,23,Usa
2022-09-01,18,7,18,70,22,Usa
2022-10-01,14,7,18,73,24,Usa
2022-11-01,13,7,17,66,25,Usa
2022-12-01,11,8,18,68,25,Usa
2023-01-01,11,8,20,74,25,Usa
2023-02-01,14,7,21,74,25,Usa
2023-03-01,16,8,23,73,26,Usa
2023-04-01,17,8,21,71,28,Usa
2023-05-01,19,8,20,71,25,Usa
2023-06-01,19,10,23,67,31,Usa
2023-07-01,23,14,24,66,39,Usa
2023-08-01,25,10,21,73,27,Usa
2023-09-01,22,7,19,75,23,Usa
2023-10-01,17,7,20,78,24,Usa
2023-11-01,16,7,18,77,25,Usa
2023-12-01,13,8,19,77,27,Usa
2024-01-01,11,7,19,82,22,Usa
2024-02-01,15,6,22,80,23,Usa
2024-03-01,15,7,24,79,25,Usa
2024-04-01,16,6,21,76,21,Usa
2024-05-01,18,6,20,77,23,Usa
2024-06-01,21,9,23,69,30,Usa
2024-07-01,18,10,23,67,31,Usa
2024-08-01,20,8,22,77,26,Usa
2024-09-01,18,6,18,74,23,Usa
2024-10-01,16,5,18,81,21,Usa
2024-11-01,14,7,18,77,26,Usa
2024-12-01,13,8,18,83,27,Usa
2025-01-01,11,6,19,85,21,Usa
2025-02-01,14,5,19,82,20,Usa
2025-03-01,13,5,22,79,19,Usa
2025-04-01,15,7,19,78,24,Usa
2025-05-01,18,6,19,80,23,Usa
2004-01-01,0,0,0,19,0,Egypt
2004-02-01,0,0,0,22,0,Egypt
2004-03-01,0,0,0,25,0,Egypt
2004-04-01,0,0,6,21,0,Egypt
2004-05-01,0,0,0,19,0,Egypt
2004-06-01,0,4,0,22,0,Egypt
2004-07-01,0,4,0,18,0,Egypt
2004-08-01,0,3,0,23,0,Egypt
2004-09-01,0,4,0,23,0,Egypt
2004-10-01,0,0,0,25,0,Egypt
2004-11-01,0,3,0,32,0,Egypt
2004-12-01,0,8,0,26,0,Egypt
2005-01-01,0,12,0,20,0,Egypt
2005-02-01,0,10,3,21,0,Egypt
2005-03-01,0,8,6,23,0,Egypt
2005-04-01,0,7,4,25,0,Egypt
2005-05-01,0,8,3,22,0,Egypt
2005-06-01,0,10,2,23,0,Egypt
2005-07-01,0,8,2,19,0,Egypt
2005-08-01,0,9,0,21,0,Egypt
2005-09-01,0,8,0,26,2,Egypt
2005-10-01,0,7,4,33,0,Egypt
2005-11-01,0,6,2,31,0,Egypt
2005-12-01,0,8,3,28,0,Egypt
2006-01-01,0,8,1,23,1,Egypt
2006-02-01,0,6,2,29,1,Egypt
2006-03-01,0,6,4,28,1,Egypt
2006-04-01,0,6,3,32,1,Egypt
2006-05-01,0,8,2,28,0,Egypt
2006-06-01,0,9,1,19,0,Egypt
2006-07-01,0,8,1,18,0,Egypt
2006-08-01,0,8,1,21,0,Egypt
2006-09-01,0,8,1,23,0,Egypt
2006-10-01,0,6,2,32,0,Egypt
2006-11-01,0,7,2,31,1,Egypt
2006-12-01,0,8,2,23,1,Egypt
2007-01-01,0,8,1,25,0,Egypt
2007-02-01,0,8,2,28,1,Egypt
2007-03-01,0,6,3,27,1,Egypt
2007-04-01,0,6,2,28,1,Egypt
2007-05-01,0,6,2,27,1,Egypt
2007-06-01,0,7,1,25,<1,Egypt
2007-07-01,0,8,1,22,1,Egypt
2007-08-01,0,8,1,26,1,Egypt
2007-09-01,0,6,1,35,1,Egypt
2007-10-01,0,6,2,37,1,Egypt
2007-11-01,0,7,2,39,1,Egypt
2007-12-01,0,8,2,34,1,Egypt
2008-01-01,0,8,1,30,1,Egypt
2008-02-01,0,7,2,37,1,Egypt
2008-03-01,0,6,3,36,1,Egypt
2008-04-01,0,6,2,37,1,Egypt
2008-05-01,0,6,1,32,1,Egypt
2008-06-01,0,9,1,25,1,Egypt
2008-07-01,0,9,1,25,1,Egypt
2008-08-01,0,10,1,28,1,Egypt
2008-09-01,0,7,1,34,1,Egypt
2008-10-01,0,7,1,41,1,Egypt
2008-11-01,0,6,2,40,1,Egypt
2008-12-01,0,9,1,33,1,Egypt
2009-01-01,0,9,1,32,1,Egypt
2009-02-01,0,9,1,36,1,Egypt
2009-03-01,0,7,3,46,1,Egypt
2009-04-01,0,8,2,40,1,Egypt
2009-05-01,0,9,1,36,1,Egypt
2009-06-01,0,13,1,26,1,Egypt
2009-07-01,0,11,1,27,1,Egypt
2009-08-01,0,8,1,33,1,Egypt
2009-09-01,0,7,1,35,1,Egypt
2009-10-01,0,8,1,44,1,Egypt
2009-11-01,0,9,1,40,1,Egypt
2009-12-01,0,11,1,41,1,Egypt
2010-01-01,0,11,1,34,1,Egypt
2010-02-01,0,12,1,39,1,Egypt
2010-03-01,0,10,4,43,1,Egypt
2010-04-01,0,12,3,41,1,Egypt
2010-05-01,0,14,2,37,1,Egypt
2010-06-01,0,15,1,27,1,Egypt
2010-07-01,0,14,1,33,1,Egypt
2010-08-01,0,12,1,36,1,Egypt
2010-09-01,0,13,1,42,1,Egypt
2010-10-01,0,12,1,46,1,Egypt
2010-11-01,0,15,1,39,1,Egypt
2010-12-01,0,14,1,38,1,Egypt
2011-01-01,0,12,1,31,<1,Egypt
2011-02-01,0,11,1,26,<1,Egypt
2011-03-01,0,10,1,32,1,Egypt
2011-04-01,0,11,1,33,1,Egypt
2011-05-01,0,11,1,31,1,Egypt
2011-06-01,0,11,1,26,1,Egypt
2011-07-01,0,10,1,23,1,Egypt
2011-08-01,0,9,<1,26,<1,Egypt
2011-09-01,0,9,1,30,1,Egypt
2011-10-01,0,11,1,35,1,Egypt
2011-11-01,0,14,1,29,1,Egypt
2011-12-01,0,15,1,31,1,Egypt
2012-01-01,0,14,1,28,1,Egypt
2012-02-01,0,11,1,30,1,Egypt
2012-03-01,0,10,1,34,1,Egypt
2012-04-01,0,9,1,32,1,Egypt
2012-05-01,0,9,1,26,1,Egypt
2012-06-01,0,10,1,23,1,Egypt
2012-07-01,0,10,1,26,1,Egypt
2012-08-01,0,10,1,27,1,Egypt
2012-09-01,0,9,1,34,3,Egypt
2012-10-01,0,12,1,35,2,Egypt
2012-11-01,0,12,1,37,2,Egypt
2012-12-01,0,11,1,32,1,Egypt
2013-01-01,0,13,1,32,1,Egypt
2013-02-01,0,12,1,36,1,Egypt
2013-03-01,0,11,1,35,1,Egypt
2013-04-01,0,10,1,36,1,Egypt
2013-05-01,0,14,1,30,1,Egypt
2013-06-01,0,14,1,26,1,Egypt
2013-07-01,<1,12,<1,22,1,Egypt
2013-08-01,0,14,1,26,1,Egypt
2013-09-01,0,12,1,33,1,Egypt
2013-10-01,0,13,1,35,1,Egypt
2013-11-01,<1,11,1,35,1,Egypt
2013-12-01,0,11,1,35,1,Egypt
2014-01-01,0,11,1,30,1,Egypt
2014-02-01,0,11,1,31,1,Egypt
2014-03-01,0,10,1,33,1,Egypt
2014-04-01,0,11,1,31,1,Egypt
2014-05-01,0,12,1,26,1,Egypt
2014-06-01,0,10,1,24,1,Egypt
2014-07-01,0,17,1,24,1,Egypt
2014-08-01,0,18,1,30,1,Egypt
2014-09-01,0,14,1,32,1,Egypt
2014-10-01,0,21,1,35,1,Egypt
2014-11-01,0,15,1,40,1,Egypt
2014-12-01,0,13,1,35,1,Egypt
2015-01-01,0,13,1,33,1,Egypt
2015-02-01,0,12,4,37,1,Egypt
2015-03-01,0,12,1,35,1,Egypt
2015-04-01,0,15,1,34,1,Egypt
2015-05-01,0,11,1,29,1,Egypt
2015-06-01,0,12,1,27,1,Egypt
2015-07-01,0,18,1,25,2,Egypt
2015-08-01,0,12,1,30,8,Egypt
2015-09-01,0,15,1,30,53,Egypt
2015-10-01,0,14,1,35,72,Egypt
2015-11-01,0,13,1,35,84,Egypt
2015-12-01,0,14,1,37,88,Egypt
2016-01-01,0,15,1,37,100,Egypt
2016-02-01,0,15,3,37,95,Egypt
2016-03-01,0,14,2,42,61,Egypt
2016-04-01,0,17,1,37,46,Egypt
2016-05-01,0,15,1,33,41,Egypt
2016-06-01,0,21,1,28,30,Egypt
2016-07-01,0,23,1,25,23,Egypt
2016-08-01,0,17,1,30,25,Egypt
2016-09-01,0,23,1,34,90,Egypt
2016-10-01,0,16,1,40,47,Egypt
2016-11-01,0,15,1,38,56,Egypt
2016-12-01,0,14,1,39,52,Egypt
2017-01-01,0,19,1,36,60,Egypt
2017-02-01,0,20,4,40,49,Egypt
2017-03-01,0,19,2,43,40,Egypt
2017-04-01,0,22,1,40,29,Egypt
2017-05-01,0,15,1,33,27,Egypt
2017-06-01,0,21,1,24,18,Egypt
2017-07-01,0,19,1,26,18,Egypt
2017-08-01,0,18,1,30,16,Egypt
2017-09-01,0,23,1,33,14,Egypt
2017-10-01,0,18,2,43,12,Egypt
2017-11-01,0,18,2,44,16,Egypt
2017-12-01,0,18,2,41,17,Egypt
2018-01-01,0,24,2,39,55,Egypt
2018-02-01,0,19,4,46,33,Egypt
2018-03-01,0,16,2,40,25,Egypt
2018-04-01,0,16,2,40,26,Egypt
2018-05-01,0,16,1,32,39,Egypt
2018-06-01,0,24,1,26,26,Egypt
2018-07-01,0,20,1,31,17,Egypt
2018-08-01,0,29,1,33,16,Egypt
2018-09-01,0,24,1,37,16,Egypt
2018-10-01,0,17,1,45,14,Egypt
2018-11-01,0,17,1,43,16,Egypt
2018-12-01,0,16,1,38,16,Egypt
2019-01-01,0,21,1,37,18,Egypt
2019-02-01,0,17,3,41,14,Egypt
2019-03-01,0,15,1,44,13,Egypt
2019-04-01,0,17,1,41,14,Egypt
2019-05-01,0,24,1,40,12,Egypt
2019-06-01,0,35,1,27,9,Egypt
2019-07-01,0,27,1,26,8,Egypt
2019-08-01,0,40,1,31,8,Egypt
2019-09-01,0,20,1,43,17,Egypt
2019-10-01,0,22,1,52,13,Egypt
2019-11-01,0,16,1,47,11,Egypt
2019-12-01,0,16,1,48,10,Egypt
2020-01-01,0,20,1,43,11,Egypt
2020-02-01,0,15,3,55,9,Egypt
2020-03-01,0,13,1,48,12,Egypt
2020-04-01,0,12,1,43,13,Egypt
2020-05-01,0,10,1,59,7,Egypt
2020-06-01,0,8,1,52,7,Egypt
2020-07-01,0,10,1,33,7,Egypt
2020-08-01,0,12,1,39,10,Egypt
2020-09-01,0,11,1,47,8,Egypt
2020-10-01,0,12,3,49,7,Egypt
2020-11-01,0,11,5,60,7,Egypt
2020-12-01,0,11,2,57,14,Egypt
2021-01-01,0,14,2,39,16,Egypt
2021-02-01,0,13,1,45,11,Egypt
2021-03-01,<1,12,2,53,9,Egypt
2021-04-01,0,15,5,48,5,Egypt
2021-05-01,0,19,2,39,4,Egypt
2021-06-01,0,15,2,39,5,Egypt
2021-07-01,0,23,2,36,5,Egypt
2021-08-01,0,21,2,41,5,Egypt
2021-09-01,0,19,2,49,5,Egypt
2021-10-01,0,16,2,57,4,Egypt
2021-11-01,0,13,2,63,5,Egypt
2021-12-01,0,18,2,56,5,Egypt
2022-01-01,0,17,2,68,5,Egypt
2022-02-01,<1,15,2,72,4,Egypt
2022-03-01,<1,12,2,74,5,Egypt
2022-04-01,0,11,1,56,2,Egypt
2022-05-01,0,18,2,55,3,Egypt
2022-06-01,0,13,2,42,3,Egypt
2022-07-01,0,27,2,38,3,Egypt
2022-08-01,0,16,2,56,3,Egypt
2022-09-01,0,16,2,60,3,Egypt
2022-10-01,0,16,2,78,3,Egypt
2022-11-01,0,17,2,70,3,Egypt
2022-12-01,0,18,2,67,3,Egypt
2023-01-01,<1,22,2,62,3,Egypt
2023-02-01,<1,23,2,79,3,Egypt
2023-03-01,0,20,2,71,3,Egypt
2023-04-01,0,30,2,57,2,Egypt
2023-05-01,0,24,2,59,2,Egypt
2023-06-01,0,32,2,41,2,Egypt
2023-07-01,0,44,2,43,3,Egypt
2023-08-01,0,32,2,77,3,Egypt
2023-09-01,0,32,2,79,3,Egypt
2023-10-01,0,24,2,82,3,Egypt
2023-11-01,0,25,2,72,2,Egypt
2023-12-01,0,29,2,71,2,Egypt
2024-01-01,0,30,2,65,2,Egypt
2024-02-01,0,23,2,90,3,Egypt
2024-03-01,0,16,2,60,2,Egypt
2024-04-01,0,23,2,57,2,Egypt
2024-05-01,0,19,2,53,2,Egypt
2024-06-01,0,40,1,36,2,Egypt
2024-07-01,0,24,2,39,2,Egypt
2024-08-01,0,20,2,65,2,Egypt
2024-09-01,0,21,2,78,2,Egypt
2024-10-01,0,19,2,91,2,Egypt
2024-11-01,0,23,2,81,2,Egypt
2024-12-01,0,24,2,79,2,Egypt
2025-01-01,0,24,2,69,2,Egypt
2025-02-01,0,17,2,90,2,Egypt
2025-03-01,0,19,1,64,1,Egypt
2025-04-01,0,21,2,69,2,Egypt
2025-05-01,<1,14,1,69,2,Egypt
