Year,Country,Rank,Name,Overall Score
2025,Brazil,1837.0,Federal University of Pará,19.143999999999995
2025,Brazil,1839.0,Universidade do Estado de Santa Catarina,19.125
2025,Brazil,1844.0,Catholic University of Brasília,19.0095
2025,Brazil,1855.0,State University of Ponta Grossa,18.7875
2025,Brazil,1888.0,State University of Santa Cruz,18.033
2025,Brazil,1907.0,Federal University of Itajubá,17.429499999999997
2025,Brazil,1941.0,University of Caxias do Sul,16.527
2025,Brazil,1958.0,Mackenzie Presbyterian University,16.11
2025,Brazil,1966.0,University of Fortaleza (UNIFOR),15.9575
2025,Brazil,1972.0,Universidade Estadual do Oeste do Paraná (Unioeste),15.839
2025,Brazil,1973.0,Universidade Federal da Grande Dourados,15.82
2025,Brazil,1974.0,Universidade Estadual de Feira de Santana (UEFS),15.779
2025,Brazil,1980.0,Ceará State University,15.581
2025,Brazil,1983.0,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),15.5445
2025,Brazil,2012.0,Universidade Federal do Maranhão (UFMA),14.967
2025,Brazil,2026.0,University of Pernambuco,14.588
2025,Brazil,2027.0,Pontifical Catholic University of Minas Gerais,14.5825
2025,Brazil,2055.0,Universidade Nove de Julho (Uninove),13.787499999999998
2025,Brazil,2079.0,Universidade Federal Rural do Semi-Arido,12.514499999999996
2025,Brazil,2084.0,"Federal Institute of Education, Science and Technology of São Paulo",11.9345
2025,Brazil,2087.0,State University of Bahia,11.6835
2025,Brazil,2092.0,Universidade Estadual do Maranhão,10.4715
2016,Poland,507.0,University of Warsaw,29.0625
2016,Poland,604.0,Jagiellonian University,23.942499999999995
2016,Poland,623.0,Warsaw University of Technology,23.197499999999994
2016,Poland,723.0,AGH University of Krakow,18.525519480519485
2016,Poland,755.0,"Adam Mickiewicz University, Poznań",16.535
2016,Poland,762.0,University of Silesia in Katowice,15.919999999999998
2016,Poland,794.0,Gdańsk University of Technology,14.187499999999998
2017,Poland,559.0,University of Warsaw,30.1425
2017,Poland,578.0,Warsaw University of Technology,28.72
2017,Poland,626.0,Jagiellonian University,26.415
2017,Poland,711.0,AGH University of Krakow,22.59
2017,Poland,820.0,Gdańsk University of Technology,17.950000000000003
2017,Poland,835.0,"Adam Mickiewicz University, Poznań",17.444999999999997
2017,Poland,856.0,University of Silesia in Katowice,16.6875
2017,Poland,890.0,Nicolaus Copernicus University in Toruń,15.4075
2017,Poland,923.0,University of Łódź,13.909999999999998
2018,Poland,582.0,University of Warsaw,31.545
2018,Poland,699.0,Jagiellonian University,25.95
2018,Poland,723.0,Warsaw University of Technology,24.8
2018,Poland,789.0,AGH University of Krakow,22.365
2018,Poland,844.0,University of Wrocław,20.3225
2018,Poland,893.0,"Adam Mickiewicz University, Poznań",19.025
2018,Poland,898.0,Gdańsk University of Technology,18.7775
2018,Poland,943.0,Nicolaus Copernicus University in Toruń,17.337500000000002
2018,Poland,973.0,University of Silesia in Katowice,16.522499999999997
2018,Poland,1003.0,University of Gdańsk,15.445
2018,Poland,1018.0,University of Łódź,14.7325
2018,Poland,1025.0,Lodz University of Technology,14.425
2019,Poland,646.0,University of Warsaw,31.3125
2019,Poland,676.0,Jagiellonian University,30.05250000000001
2019,Poland,884.0,Warsaw University of Technology,22.9025
2019,Poland,967.0,"Adam Mickiewicz University, Poznań",19.8675
2019,Poland,983.0,AGH University of Krakow,19.3375
2019,Poland,1019.0,Gdańsk University of Technology,18.4925
2019,Poland,1035.0,Wrocław University of Science and Technology,18.0075
2019,Poland,1042.0,Nicolaus Copernicus University in Toruń,17.749999999999996
2019,Poland,1097.0,University of Gdańsk,16.4975
2019,Poland,1123.0,University of Silesia in Katowice,15.9575
2019,Poland,1138.0,Lodz University of Technology,15.26
2019,Poland,1166.0,University of Łódź,14.27
2020,Poland,612.0,Jagiellonian University,34.879999999999995
2020,Poland,721.0,University of Warsaw,30.9075
2020,Poland,987.0,"Adam Mickiewicz University, Poznań",22.5975
2020,Poland,989.0,Gdańsk University of Technology,22.565
2020,Poland,1033.0,Warsaw University of Technology,21.3875
2020,Poland,1111.0,Silesian University of Technology,19.3425
2020,Poland,1114.0,SWPS University,19.2675
2020,Poland,1128.0,AGH University of Krakow,18.95
2020,Poland,1155.0,Nicolaus Copernicus University in Toruń,18.3075
2020,Poland,1197.0,Wrocław University of Science and Technology,17.1575
2020,Poland,1210.0,University of Gdańsk,16.909999999999997
2020,Poland,1230.0,University of Silesia in Katowice,16.5525
2020,Poland,1241.0,Lodz University of Technology,16.289999999999996
2020,Poland,1294.0,University of Łódź,14.9375
2021,Poland,599.0,Jagiellonian University,36.47500000000001
2021,Poland,820.0,University of Warsaw,29.739999999999995
2021,Poland,982.0,Medical University of Warsaw,25.59
2021,Poland,1067.0,"Adam Mickiewicz University, Poznań",23.2925
2021,Poland,1094.0,Gdańsk University of Technology,22.4375
2021,Poland,1123.0,SWPS University,21.61
2021,Poland,1150.0,University of Wrocław,20.92
2021,Poland,1197.0,Warsaw University of Technology,19.83
2021,Poland,1215.0,Nicolaus Copernicus University in Toruń,19.1975
2021,Poland,1220.0,AGH University of Krakow,19.14
2021,Poland,1261.0,University of Gdańsk,18.1775
2021,Poland,1263.0,Lodz University of Technology,18.145000000000003
2021,Poland,1268.0,Silesian University of Technology,18.0875
2021,Poland,1282.0,Wrocław University of Science and Technology,17.897499999999997
2021,Poland,1329.0,Warsaw University of Life Sciences – SGGW,17.225
2021,Poland,1335.0,Wrocław University of Environmental and Life Sciences,17.1575
2021,Poland,1350.0,Cracow University of Technology,16.905
2021,Poland,1381.0,University of Łódź,16.147499999999997
2021,Poland,1390.0,University of Silesia in Katowice,15.9775
2022,Poland,529.0,Jagiellonian University,40.1475
2022,Poland,703.0,University of Warsaw,34.475
2022,Poland,1066.0,SWPS University,25.627499999999998
2022,Poland,1072.0,Medical University of Warsaw,25.5225
2022,Poland,1108.0,"Adam Mickiewicz University, Poznań",24.447499999999994
2022,Poland,1109.0,Medical University of Bialystok,24.415000000000003
2022,Poland,1123.0,Gdańsk University of Technology,24.072499999999994
2022,Poland,1175.0,Nicolaus Copernicus University in Toruń,22.942499999999995
2022,Poland,1212.0,University of Wrocław,22.1075
2022,Poland,1249.0,AGH University of Krakow,21.11
2022,Poland,1278.0,Poznan University of Technology,20.52
2022,Poland,1303.0,University of Gdańsk,19.9175
2022,Poland,1330.0,Warsaw University of Technology,19.4725
2022,Poland,1351.0,Lodz University of Technology,19.044999999999995
2022,Poland,1365.0,Cracow University of Technology,18.7825
2022,Poland,1403.0,Silesian University of Technology,18.1125
2022,Poland,1407.0,Wrocław University of Science and Technology,18.07
2022,Poland,1409.0,Warsaw University of Life Sciences – SGGW,18.05
2022,Poland,1443.0,Wrocław University of Environmental and Life Sciences,17.4275
2022,Poland,1447.0,University of Łódź,17.3725
2022,Poland,1476.0,Rzeszów University of Technology,16.947499999999998
2022,Poland,1486.0,Maria Curie-Skłodowska University (UMCS),16.755
2022,Poland,1548.0,University of Warmia and Mazury in Olsztyn,15.3275
2023,Poland,375.0,Wroclaw Medical University,45.8575
2023,Poland,639.0,Jagiellonian University,37.9975
2023,Poland,701.0,Medical University of Lodz,36.3575
2023,Poland,831.0,University of Warsaw,33.21
2023,Poland,932.0,Medical University of Gdańsk,31.1575
2023,Poland,1122.0,Medical University of Bialystok,26.637500000000003
2023,Poland,1150.0,SWPS University,25.8925
2023,Poland,1166.0,"Adam Mickiewicz University, Poznań",25.4075
2023,Poland,1224.0,Nicolaus Copernicus University in Toruń,23.825
2023,Poland,1228.0,The John Paul II Catholic University of Lublin,23.7275
2023,Poland,1239.0,University of Wrocław,23.54
2023,Poland,1254.0,Poznan University of Medical Sciences,23.315
2023,Poland,1263.0,Gdańsk University of Technology,23.1975
2023,Poland,1379.0,AGH University of Krakow,20.7025
2023,Poland,1412.0,Poznan University of Technology,20.125
2023,Poland,1415.0,Warsaw University of Life Sciences – SGGW,20.0575
2023,Poland,1443.0,University of Gdańsk,19.4525
2023,Poland,1447.0,Opole University of Technology,19.372499999999995
2023,Poland,1469.0,Silesian University of Technology,18.9525
2023,Poland,1480.0,Warsaw University of Technology,18.71
2023,Poland,1484.0,Wrocław University of Environmental and Life Sciences,18.6675
2023,Poland,1522.0,Wrocław University of Science and Technology,17.824999999999996
2023,Poland,1523.0,Medical University of Silesia in Katowice,17.820000000000004
2023,Poland,1525.0,Lodz University of Technology,17.7925
2023,Poland,1536.0,Rzeszów University of Technology,17.669999999999998
2023,Poland,1550.0,University of Warmia and Mazury in Olsztyn,17.465
2023,Poland,1554.0,Cracow University of Technology,17.445
2023,Poland,1561.0,University of Łódź,17.287499999999998
2023,Poland,1567.0,Maria Curie-Skłodowska University (UMCS),17.1375
2023,Poland,1636.0,Bialystok University of Technology,15.88
2023,Poland,1657.0,SGH Warsaw School of Economics,15.4875
2023,Poland,1658.0,University of Silesia in Katowice,15.4825
2024,Poland,614.0,Jagiellonian University,41.571000000000005
2024,Poland,662.0,Wroclaw Medical University,40.221
2024,Poland,665.0,University of Warsaw,40.0195
2024,Poland,870.0,Medical University of Lodz,35.5635
2024,Poland,1065.0,"Adam Mickiewicz University, Poznań",31.1165
2024,Poland,1075.0,Medical University of Gdańsk,30.7795
2024,Poland,1079.0,Medical University of Bialystok,30.7335
2024,Poland,1107.0,AGH University of Krakow,30.2345
2024,Poland,1121.0,Gdańsk University of Technology,29.8845
2024,Poland,1127.0,University of Wrocław,29.781
2024,Poland,1160.0,SWPS University,29.0325
2024,Poland,1167.0,Medical University of Warsaw,28.8695
2024,Poland,1182.0,Poznan University of Medical Sciences,28.574
2024,Poland,1198.0,Nicolaus Copernicus University in Toruń,28.292
2024,Poland,1250.0,Poznań University of Life Sciences,27.28
2024,Poland,1292.0,Warsaw University of Technology,26.6815
2024,Poland,1318.0,The John Paul II Catholic University of Lublin,26.1425
2024,Poland,1323.0,Lodz University of Technology,26.038
2024,Poland,1324.0,Silesian University of Technology,26.03
2024,Poland,1328.0,Medical University of Lublin,25.9185
2024,Poland,1372.0,Warsaw University of Life Sciences – SGGW,25.2735
2024,Poland,1376.0,Wrocław University of Science and Technology,25.199
2024,Poland,1392.0,Poznan University of Technology,24.8965
2024,Poland,1419.0,Medical University of Silesia in Katowice,24.228
2024,Poland,1422.0,Wrocław University of Environmental and Life Sciences,24.1675
2024,Poland,1428.0,Opole University of Technology,24.096999999999998
2024,Poland,1432.0,University of Gdańsk,23.9945
2024,Poland,1507.0,University of Łódź,22.6715
2024,Poland,1528.0,SGH Warsaw School of Economics,22.3505
2024,Poland,1539.0,University of Warmia and Mazury in Olsztyn,22.11
2024,Poland,1540.0,Maria Curie-Skłodowska University (UMCS),22.102
2024,Poland,1561.0,Cracow University of Technology,21.6525
2024,Poland,1599.0,University of Silesia in Katowice,20.878499999999995
2024,Poland,1609.0,University of Life Sciences in Lublin,20.7585
2024,Poland,1614.0,Bialystok University of Technology,20.6825
2024,Poland,1639.0,Rzeszów University of Technology,20.0945
2024,Poland,1781.0,Jan Kochanowski University in Kielce,16.249
2025,Poland,535.0,Wroclaw Medical University,44.73349999999999
2025,Poland,635.0,Jagiellonian University,42.2435
2025,Poland,704.0,University of Warsaw,40.4235
2025,Poland,946.0,Medical University of Lodz,35.482
2025,Poland,1116.0,"Adam Mickiewicz University, Poznań",32.1545
2025,Poland,1137.0,Gdańsk University of Technology,31.755
2025,Poland,1154.0,Medical University of Gdańsk,31.3415
2025,Poland,1168.0,Medical University of Bialystok,31.104000000000003
2025,Poland,1169.0,AGH University of Krakow,31.074
2025,Poland,1188.0,Medical University of Warsaw,30.7595
2025,Poland,1242.0,Poznan University of Medical Sciences,29.8495
2025,Poland,1260.0,Nicolaus Copernicus University in Toruń,29.5145
2025,Poland,1271.0,Silesian University of Technology,29.324000000000005
2025,Poland,1306.0,University of Wrocław,28.7625
2025,Poland,1325.0,SWPS University,28.371
2025,Poland,1368.0,The John Paul II Catholic University of Lublin,27.6295
2025,Poland,1375.0,Poznań University of Life Sciences,27.512
2025,Poland,1398.0,Medical University of Silesia in Katowice,27.1275
2025,Poland,1429.0,Medical University of Lublin,26.5835
2025,Poland,1430.0,Warsaw University of Technology,26.5815
2025,Poland,1438.0,Wrocław University of Science and Technology,26.3855
2025,Poland,1477.0,Lodz University of Technology,25.6675
2025,Poland,1479.0,Poznan University of Technology,25.5935
2025,Poland,1481.0,Opole University of Technology,25.584499999999995
2025,Poland,1484.0,University of Gdańsk,25.5195
2025,Poland,1487.0,Warsaw University of Life Sciences – SGGW,25.4415
2025,Poland,1508.0,Lublin University of Technology,25.0485
2025,Poland,1537.0,University of Warmia and Mazury in Olsztyn,24.6815
2025,Poland,1558.0,Wrocław University of Environmental and Life Sciences,24.3785
2025,Poland,1570.0,University of Szczecin,24.129
2025,Poland,1598.0,Maria Curie-Skłodowska University (UMCS),23.688
2025,Poland,1602.0,University of Lodz,23.581
2025,Poland,1617.0,Cracow University of Technology,23.406
2025,Poland,1619.0,SGH Warsaw School of Economics,23.3505
2025,Poland,1687.0,University of Silesia in Katowice,22.2455
2025,Poland,1706.0,University of Life Sciences in Lublin,21.905
2025,Poland,1796.0,Rzeszów University of Technology,19.922500000000003
2025,Poland,1798.0,Bialystok University of Technology,19.8965
2025,Poland,1851.0,Gdynia Maritime University,18.8065
2025,Poland,1944.0,Jan Kochanowski University in Kielce,16.497999999999998
2016,United Kingdom,2.0,University of Oxford,94.2
2016,United Kingdom,4.0,University of Cambridge,92.8
2016,United Kingdom,8.0,Imperial College London,89.1
2016,United Kingdom,14.0,UCL,87.1
2016,United Kingdom,23.0,London School of Economics and Political Science,81.3
2016,United Kingdom,24.0,University of Edinburgh,80.3
2016,United Kingdom,27.0,King’s College London,78.2
2016,United Kingdom,56.0,University of Manchester,68.1
2016,United Kingdom,69.0,University of Bristol,64.3
2016,United Kingdom,70.0,Durham University,63.6
2016,United Kingdom,76.0,University of Glasgow,61.9
2016,United Kingdom,80.0,University of Warwick,61.3
2016,United Kingdom,86.0,University of St Andrews,60.4
2016,United Kingdom,93.0,University of Exeter,59.5
2016,United Kingdom,97.0,University of Sheffield,58.6
2016,United Kingdom,98.0,Queen Mary University of London,58.5
2016,United Kingdom,112.0,University of Southampton,57.2
2016,United Kingdom,121.0,University of Birmingham,56.2
2016,United Kingdom,131.0,"Royal Holloway, University of London",55.7
2016,United Kingdom,132.0,Lancaster University,55.6
2016,United Kingdom,133.0,University of York,55.4
2016,United Kingdom,135.0,University of Leeds,55.3
2016,United Kingdom,142.0,University of Sussex,54.4
2016,United Kingdom,145.0,University of Nottingham,54.1
2016,United Kingdom,151.0,University of East Anglia,52.9
2016,United Kingdom,158.0,University of Liverpool,52.2
2016,United Kingdom,164.0,University of Reading,51.2
2016,United Kingdom,167.0,University of Leicester,51.1
2016,United Kingdom,172.0,University of Aberdeen,51.0
2016,United Kingdom,182.0,Cardiff University,50.1
2016,United Kingdom,185.0,University of Dundee,49.9
2016,United Kingdom,196.0,Newcastle University,49.2
2016,United Kingdom,196.0,"St George’s, University of London",49.2
2016,United Kingdom,200.0,Queen’s University Belfast,48.8
2016,United Kingdom,207.0,"Birkbeck, University of London",47.925
2016,United Kingdom,237.0,Royal Veterinary College,45.875
2016,United Kingdom,292.0,University of Bath,41.3175
2016,United Kingdom,294.0,University of Surrey,41.1925
2016,United Kingdom,318.0,Bangor University,39.9025
2016,United Kingdom,324.0,University of Essex,39.49
2016,United Kingdom,330.0,University of Plymouth,39.2625
2016,United Kingdom,338.0,University of Kent,38.64
2016,United Kingdom,342.0,Aberystwyth University,38.5075
2016,United Kingdom,352.0,University of Stirling,38.1475
2016,United Kingdom,357.0,Loughborough University,37.7925
2016,United Kingdom,361.0,Swansea University,37.5075
2016,United Kingdom,405.0,Aston University,35.0125
2016,United Kingdom,422.0,Brunel University London,34.0325
2016,United Kingdom,425.0,"City, University of London",33.9025
2016,United Kingdom,438.0,Keele University,33.365
2016,United Kingdom,444.0,The Open University,33.1025
2016,United Kingdom,453.0,University of Portsmouth,32.559999999999995
2016,United Kingdom,454.0,Heriot-Watt University,32.5575
2016,United Kingdom,456.0,University of Strathclyde,32.1375
2016,United Kingdom,458.0,Oxford Brookes University,32.037499999999994
2016,United Kingdom,489.0,University of Hull,30.165000000000006
2016,United Kingdom,493.0,Bournemouth University,29.954999999999995
2016,United Kingdom,499.0,Ulster University,29.575000000000003
2016,United Kingdom,503.0,University of Hertfordshire,29.3
2016,United Kingdom,538.0,Liverpool John Moores University,27.5475
2016,United Kingdom,575.0,De Montfort University,25.1925
2016,United Kingdom,592.0,Manchester Metropolitan University,24.2725
2016,United Kingdom,605.0,University of Bradford,23.939999999999998
2016,United Kingdom,617.0,Middlesex University,23.47373983739837
2016,United Kingdom,624.0,Kingston University,23.1825
2016,United Kingdom,625.0,University of the West of England,23.16
2016,United Kingdom,637.0,Northumbria University,22.2
2016,United Kingdom,641.0,University of Lincoln,22.130000000000003
2016,United Kingdom,645.0,University of Salford,21.93
2016,United Kingdom,646.0,University of Westminster,21.885
2016,United Kingdom,661.0,University of Central Lancashire,20.77
2016,United Kingdom,674.0,Nottingham Trent University,20.4725
2016,United Kingdom,677.0,Glasgow Caledonian University,20.3825
2016,United Kingdom,694.0,University of Greenwich,19.755000000000003
2016,United Kingdom,698.0,University of Brighton,19.695
2016,United Kingdom,719.0,Coventry University,18.9075
2016,United Kingdom,726.0,Sheffield Hallam University,18.28
2016,United Kingdom,753.0,University of Huddersfield,16.63
2017,United Kingdom,1.0,University of Oxford,95.02
2017,United Kingdom,4.0,University of Cambridge,93.57
2017,United Kingdom,8.0,Imperial College London,90.015
2017,United Kingdom,15.0,UCL,86.54
2017,United Kingdom,25.0,London School of Economics and Political Science,80.235
2017,United Kingdom,27.0,University of Edinburgh,79.19749999999999
2017,United Kingdom,37.0,King’s College London,75.8975
2017,United Kingdom,55.0,University of Manchester,69.6925
2017,United Kingdom,71.0,University of Bristol,64.3525
2017,United Kingdom,85.0,University of Warwick,61.96500000000001
2017,United Kingdom,88.0,University of Glasgow,61.329999999999984
2017,United Kingdom,97.0,Durham University,60.56
2017,United Kingdom,109.0,University of Sheffield,59.13
2017,United Kingdom,111.0,University of St Andrews,58.855
2017,United Kingdom,114.0,Queen Mary University of London,58.7125
2017,United Kingdom,121.0,University of Southampton,58.175
2017,United Kingdom,126.0,University of Exeter,57.8725
2017,United Kingdom,129.0,University of York,57.64999999999999
2017,United Kingdom,130.0,University of Birmingham,57.605
2017,United Kingdom,134.0,University of Leeds,56.82
2017,United Kingdom,141.0,Lancaster University,56.3525
2017,United Kingdom,148.0,University of Nottingham,55.475
2017,United Kingdom,150.0,University of Sussex,55.0825
2017,United Kingdom,159.0,University of Liverpool,54.3125
2017,United Kingdom,167.0,University of East Anglia,53.392500000000005
2017,United Kingdom,173.0,University of Leicester,52.9575
2017,United Kingdom,174.0,"Royal Holloway, University of London",52.8975
2017,United Kingdom,181.0,University of Dundee,52.0275
2017,United Kingdom,184.0,Cardiff University,51.7225
2017,United Kingdom,190.0,University of Aberdeen,51.45249999999999
2017,United Kingdom,191.0,Newcastle University,51.345000000000006
2017,United Kingdom,194.0,University of Reading,51.17999999999999
2017,United Kingdom,203.0,Queen’s University Belfast,50.42
2017,United Kingdom,222.0,"St George’s, University of London",48.565000000000005
2017,United Kingdom,252.0,"Birkbeck, University of London",46.295
2017,United Kingdom,267.0,University of Bath,45.71249999999999
2017,United Kingdom,283.0,University of Surrey,44.87499999999999
2017,United Kingdom,301.0,"Goldsmiths, University of London",43.3
2017,United Kingdom,304.0,Anglia Ruskin University (ARU),43.16499999999999
2017,United Kingdom,310.0,Loughborough University,42.805
2017,United Kingdom,312.0,University of Essex,42.76
2017,United Kingdom,322.0,Aberystwyth University,42.295
2017,United Kingdom,323.0,Swansea University,42.2475
2017,United Kingdom,328.0,University of Kent,41.65
2017,United Kingdom,333.0,University of Stirling,41.545
2017,United Kingdom,334.0,Brunel University London,41.5125
2017,United Kingdom,340.0,Royal Veterinary College,41.432500000000005
2017,United Kingdom,350.0,Bangor University,40.8375
2017,United Kingdom,367.0,"City, University of London",39.517500000000005
2017,United Kingdom,369.0,University of Plymouth,39.4975
2017,United Kingdom,393.0,Aston University,38.080000000000005
2017,United Kingdom,432.0,Heriot-Watt University,36.6275
2017,United Kingdom,461.0,University of Portsmouth,34.504999999999995
2017,United Kingdom,467.0,University of Strathclyde,34.2775
2017,United Kingdom,469.0,SOAS University of London,34.105
2017,United Kingdom,470.0,Keele University,34.03999999999999
2017,United Kingdom,488.0,Oxford Brookes University,33.40999999999999
2017,United Kingdom,497.0,The Open University,32.7125
2017,United Kingdom,502.0,University of Hull,32.4825
2017,United Kingdom,526.0,University of Hertfordshire,31.7175
2017,United Kingdom,532.0,Liverpool John Moores University,31.5225
2017,United Kingdom,538.0,Ulster University,31.18
2017,United Kingdom,583.0,Middlesex University,28.5325
2017,United Kingdom,629.0,Northumbria University,26.175
2017,United Kingdom,636.0,University of Greenwich,25.8025
2017,United Kingdom,644.0,Bournemouth University,25.5525
2017,United Kingdom,646.0,Glasgow Caledonian University,25.5275
2017,United Kingdom,649.0,De Montfort University,25.3975
2017,United Kingdom,650.0,University of Brighton,25.34
2017,United Kingdom,662.0,University of the West of England,25.01
2017,United Kingdom,671.0,University of the West of Scotland,24.35
2017,United Kingdom,672.0,Kingston University,24.285
2017,United Kingdom,673.0,University of Bradford,24.225
2017,United Kingdom,677.0,Manchester Metropolitan University,23.8175
2017,United Kingdom,697.0,University of Salford,22.995
2017,United Kingdom,701.0,University of Central Lancashire,22.845
2017,United Kingdom,707.0,Coventry University,22.6925
2017,United Kingdom,710.0,Nottingham Trent University,22.625000000000004
2017,United Kingdom,714.0,University of Westminster,22.425
2017,United Kingdom,718.0,University of Huddersfield,22.2125
2017,United Kingdom,727.0,Teesside University,21.84
2017,United Kingdom,738.0,University of Roehampton,21.4825
2017,United Kingdom,747.0,London Metropolitan University,21.065
2017,United Kingdom,753.0,Edinburgh Napier University,20.9175
2017,United Kingdom,759.0,University of Lincoln,20.5725
2017,United Kingdom,761.0,University of Bedfordshire,20.5525
2017,United Kingdom,765.0,Leeds Beckett University,20.3975
2017,United Kingdom,783.0,University of East London,19.5475
2017,United Kingdom,805.0,Sheffield Hallam University,18.4375
2017,United Kingdom,833.0,Robert Gordon University,17.49
2017,United Kingdom,842.0,London South Bank University,17.32
2018,United Kingdom,1.0,University of Oxford,94.3075
2018,United Kingdom,2.0,University of Cambridge,93.19249999999998
2018,United Kingdom,8.0,Imperial College London,89.165
2018,United Kingdom,16.0,UCL,85.285
2018,United Kingdom,26.0,London School of Economics and Political Science,79.3675
2018,United Kingdom,28.0,University of Edinburgh,79.2075
2018,United Kingdom,36.0,King’s College London,75.655
2018,United Kingdom,55.0,University of Manchester,69.525
2018,United Kingdom,76.0,University of Bristol,64.8225
2018,United Kingdom,80.0,University of Glasgow,63.215
2018,United Kingdom,91.0,University of Warwick,61.6175
2018,United Kingdom,97.0,Durham University,60.785
2018,United Kingdom,104.0,University of Sheffield,60.1175
2018,United Kingdom,121.0,Queen Mary University of London,58.45
2018,United Kingdom,126.0,University of Southampton,58.1425
2018,United Kingdom,130.0,University of Exeter,57.775
2018,United Kingdom,137.0,University of York,57.35
2018,United Kingdom,139.0,University of Leeds,57.1375
2018,United Kingdom,142.0,University of Birmingham,56.75249999999999
2018,United Kingdom,143.0,University of St Andrews,56.6025
2018,United Kingdom,148.0,University of Sussex,56.205
2018,United Kingdom,149.0,University of Nottingham,56.1625
2018,United Kingdom,151.0,Lancaster University,55.885000000000005
2018,United Kingdom,159.0,University of Leicester,55.0525
2018,United Kingdom,162.0,Cardiff University,54.8125
2018,United Kingdom,175.0,Newcastle University,53.9825
2018,United Kingdom,177.0,University of Liverpool,53.93
2018,United Kingdom,185.0,University of Aberdeen,53.345
2018,United Kingdom,187.0,University of Dundee,52.91
2018,United Kingdom,188.0,University of East Anglia,52.825
2018,United Kingdom,197.0,"Royal Holloway, University of London",51.89
2018,United Kingdom,212.0,Queen’s University Belfast,51.0975
2018,United Kingdom,222.0,University of Reading,50.6025
2018,United Kingdom,236.0,"St George’s, University of London",49.565
2018,United Kingdom,266.0,University of Bath,47.3925
2018,United Kingdom,282.0,University of Surrey,46.48
2018,United Kingdom,283.0,University of Essex,46.4575
2018,United Kingdom,297.0,Swansea University,45.295
2018,United Kingdom,306.0,Brighton and Sussex Medical School,44.8025
2018,United Kingdom,307.0,"Birkbeck, University of London",44.7825
2018,United Kingdom,312.0,University of Stirling,44.4825
2018,United Kingdom,314.0,Aberystwyth University,44.4525
2018,United Kingdom,315.0,Anglia Ruskin University (ARU),44.33749999999999
2018,United Kingdom,338.0,"Goldsmiths, University of London",43.13999999999999
2018,United Kingdom,341.0,Bangor University,43.06
2018,United Kingdom,348.0,University of Kent,42.517500000000005
2018,United Kingdom,350.0,Loughborough University,42.4525
2018,United Kingdom,363.0,Aston University,41.77
2018,United Kingdom,364.0,Heriot-Watt University,41.745
2018,United Kingdom,371.0,Royal Veterinary College,41.275
2018,United Kingdom,374.0,"City, University of London",41.14
2018,United Kingdom,398.0,Brunel University London,40.11
2018,United Kingdom,422.0,University of Plymouth,38.87
2018,United Kingdom,440.0,University of Strathclyde,37.915
2018,United Kingdom,447.0,SOAS University of London,37.5
2018,United Kingdom,475.0,The Open University,36.24
2018,United Kingdom,476.0,Oxford Brookes University,36.2125
2018,United Kingdom,480.0,Middlesex University,36.1275
2018,United Kingdom,487.0,University of Hull,35.9175
2018,United Kingdom,516.0,Keele University,34.489999999999995
2018,United Kingdom,519.0,Liverpool John Moores University,34.4475
2018,United Kingdom,523.0,University of Portsmouth,34.185
2018,United Kingdom,535.0,University of the West of Scotland,33.615
2018,United Kingdom,565.0,Ulster University,32.385
2018,United Kingdom,573.0,University of Hertfordshire,31.97
2018,United Kingdom,590.0,Northumbria University,31.072499999999994
2018,United Kingdom,640.0,Bournemouth University,28.9875
2018,United Kingdom,656.0,University of Greenwich,28.0325
2018,United Kingdom,676.0,University of Westminster,27.0675
2018,United Kingdom,680.0,University of Brighton,27.0375
2018,United Kingdom,686.0,Glasgow Caledonian University,26.58
2018,United Kingdom,718.0,University of Bradford,25.09
2018,United Kingdom,720.0,Kingston University,25.06
2018,United Kingdom,721.0,De Montfort University,25.03
2018,United Kingdom,724.0,University of Huddersfield,24.7775
2018,United Kingdom,725.0,University of Central Lancashire,24.7525
2018,United Kingdom,726.0,Nottingham Trent University,24.74
2018,United Kingdom,728.0,University of South Wales,24.59
2018,United Kingdom,730.0,Leeds Beckett University,24.535
2018,United Kingdom,741.0,University of the West of England,24.2025
2018,United Kingdom,744.0,Coventry University,24.1775
2018,United Kingdom,745.0,Edinburgh Napier University,24.1275
2018,United Kingdom,752.0,Teesside University,23.72
2018,United Kingdom,759.0,Manchester Metropolitan University,23.495
2018,United Kingdom,760.0,University of Lincoln,23.4925
2018,United Kingdom,763.0,University of Salford,23.3075
2018,United Kingdom,777.0,University of East London,22.7025
2018,United Kingdom,786.0,University of Roehampton,22.462499999999995
2018,United Kingdom,788.0,University of Bedfordshire,22.415
2018,United Kingdom,809.0,University of Derby,21.21
2018,United Kingdom,831.0,Sheffield Hallam University,20.6625
2018,United Kingdom,890.0,Robert Gordon University,19.1175
2018,United Kingdom,946.0,London South Bank University,17.264999999999997
2019,United Kingdom,1.0,University of Oxford,96.0175
2019,United Kingdom,2.0,University of Cambridge,94.795
2019,United Kingdom,9.0,Imperial College London,90.355
2019,United Kingdom,14.0,UCL,87.77499999999999
2019,United Kingdom,26.0,London School of Economics and Political Science,81.3375
2019,United Kingdom,29.0,University of Edinburgh,79.8625
2019,United Kingdom,38.0,King’s College London,75.79499999999999
2019,United Kingdom,56.0,University of Manchester,69.95249999999999
